,text,language,label
243329,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [диль](tg://user?id=1626577475)
3. [aruzhan.](tg://user?id=1393643593)
4. [smile](tg://user?id=6367906911)
5. [klmarzhn](tg://user?id=1190691397)
6. [arsen](tg://user?id=1035600134)
7. [Aryn](tg://user?id=6683128192)
8. ['FlawLezzly](tg://user?id=1416323800)
9. [арс](tg://user?id=930936280)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 10",mixed,
243339,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
3. [sunkar](tg://user?id=1888502185)
4. [Suomen](tg://user?id=1203932905)
5. [диль](tg://user?id=1626577475)
10. [klmarzhn](tg://user?id=1190691397)

**Из них:** Комиссар Каттани, Дон, Бомж, Мафия, Любовница

**Всего:** 5",mixed,
243351,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [арс](tg://user?id=930936280)
3. [sunkar](tg://user?id=1888502185)
4. [Suomen](tg://user?id=1203932905)
5. [диль](tg://user?id=1626577475)
7. [aruzhan.](tg://user?id=1393643593)
8. [Aryn](tg://user?id=6683128192)
9. ['FlawLezzly](tg://user?id=1416323800)
10. [klmarzhn](tg://user?id=1190691397)

**Из них:** Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 9",mixed,
243359,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [арс](tg://user?id=930936280)
3. [sunkar](tg://user?id=1888502185)
4. [Suomen](tg://user?id=1203932905)
5. [диль](tg://user?id=1626577475)
6. [smile](tg://user?id=6367906911)
7. [aruzhan.](tg://user?id=1393643593)
8. [Aryn](tg://user?id=6683128192)
9. ['FlawLezzly](tg://user?id=1416323800)
10. [klmarzhn](tg://user?id=1190691397)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 10",mixed,
243371,Айттымго когда Аружан тихая это опаснее Арсена,mixed,
243372,"**Игра окончена!**

**Победители:**
    1. [aruzhan.](tg://user?id=1393643593) - **Дон**
    2. [Meow!](tg://user?id=5645011811) - **Камикадзе**

**Другие пользователи:**
    3. [RAM 17 GB](tg://user?id=948438236) - **Любовница**
    4. [klmarzhn](tg://user?id=1190691397) - **Дон**
    5. [Suomen](tg://user?id=1203932905) - **Мирный Житель**
    6. [арс](tg://user?id=930936280) - **Доктор**
    7. [arsen](tg://user?id=1035600134) - **Бомж**
    8. [жаннур](tg://user?id=1653927960) - **Комиссар Каттани**

Игра длилась: 5 минут",mixed,
243374,"Кто-то из жителей слышал, как [arsen](tg://user?id=1035600134) кричал перед смертью:
__https:  ____t.me____ hamstEr kombat bot start?startapp=kentId1035600134__",mixed,
243377,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
7. [aruzhan.](tg://user?id=1393643593)
8. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Доктор, Дон

**Всего:** 3

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243379,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
5. [arsen](tg://user?id=1035600134)
7. [aruzhan.](tg://user?id=1393643593)
8. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Доктор, Дон, Бомж

**Всего:** 4",mixed,
243384,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
5. [arsen](tg://user?id=1035600134)
7. [aruzhan.](tg://user?id=1393643593)
8. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Доктор, Дон, Бомж

**Всего:** 4

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243387,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [жаннур](tg://user?id=1653927960)
4. [RAM 17 GB](tg://user?id=948438236)
5. [arsen](tg://user?id=1035600134)
7. [aruzhan.](tg://user?id=1393643593)
8. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Любовница

**Всего:** 6",mixed,
243391,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [жаннур](tg://user?id=1653927960)
4. [RAM 17 GB](tg://user?id=948438236)
5. [arsen](tg://user?id=1035600134)
7. [aruzhan.](tg://user?id=1393643593)
8. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Любовница

**Всего:** 6

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243394,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
2. [klmarzhn](tg://user?id=1190691397)
3. [жаннур](tg://user?id=1653927960)
4. [RAM 17 GB](tg://user?id=948438236)
5. [arsen](tg://user?id=1035600134)
6. [Meow!](tg://user?id=5645011811)
7. [aruzhan.](tg://user?id=1393643593)
8. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия, Любовница

**Всего:** 8",mixed,
243411,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [Suomen](tg://user?id=1203932905)
3. [арс](tg://user?id=930936280)
4. [Meow!](tg://user?id=5645011811)
5. [жаннур](tg://user?id=1653927960)
6. [aruzhan.](tg://user?id=1393643593)
7. [RAM 17 GB](tg://user?id=948438236)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Мафия, Любовница

**Всего:** 7",mixed,
243412,эс фар эс ай ноу,mixed,
243415,"**Ведётся набор в игру**
__Зарегистрировались:__

[арс](tg://user?id=930936280), [RAM 17 GB](tg://user?id=948438236), [arsen](tg://user?id=1035600134), [Suomen](tg://user?id=1203932905), [aruzhan.](tg://user?id=1393643593), [жаннур](tg://user?id=1653927960), [Meow!](tg://user?id=5645011811)

Итого **7** чел.",mixed,
243418,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [Meow!](tg://user?id=5645011811)
4. [арс](tg://user?id=930936280)
5. [RAM 17 GB](tg://user?id=948438236)
6. [sanzh](tg://user?id=851107242)
7. [smile](tg://user?id=6367906911)

**Из них:** Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Любовница

**Всего:** 6",mixed,
243420, [sanzh](tg://user?id=851107242) решил никого не вешать..,mixed,
243424,санж is up to something sus,mixed,
243426,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [Meow!](tg://user?id=5645011811)
4. [арс](tg://user?id=930936280)
5. [RAM 17 GB](tg://user?id=948438236)
6. [sanzh](tg://user?id=851107242)
7. [smile](tg://user?id=6367906911)
8. [aruzhan.](tg://user?id=1393643593)

**Из них:** Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия, Любовница

**Всего:** 7

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243428,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [Meow!](tg://user?id=5645011811)
3. [arsen](tg://user?id=1035600134)
4. [арс](tg://user?id=930936280)
5. [RAM 17 GB](tg://user?id=948438236)
6. [sanzh](tg://user?id=851107242)
7. [smile](tg://user?id=6367906911)
8. [aruzhan.](tg://user?id=1393643593)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия, Любовница

**Всего:** 8",mixed,
243431,@wonderifyoucare @adiyashahs @Ystavasi [IMT](tg://user?id=5919627899) @meooww_23 @romashbarash,mixed,
243444,я так сыртынан знаю его чисто,mixed,
243452,знаешь же жанби из ди?,mixed,
243473,"даа, но это было после айелтса, если правильно помню",mixed,
243480,в сеньорс чисто ради сата захожу,mixed,
243485,мен ещё билесинба кайда турам,mixed,
243500,мат па кстати бул соз,mixed,
243501,о у тя тигнари на аве,mixed,
243517,"**Живые игроки:**
1. [RAM 17 GB](tg://user?id=948438236)
2. [ain't](tg://user?id=1186615860)
3. [aruzhan.](tg://user?id=1393643593)
4. [alikhan](tg://user?id=1382213403)
5. [Suomen](tg://user?id=1203932905)
6. [aeaeaeae](tg://user?id=1088455169)
7. [Meow!](tg://user?id=5645011811)
8. [Sam](tg://user?id=1497390139)
9. ['FlawLezzly](tg://user?id=1416323800)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница

**Всего:** 9",mixed,
243521,Алих ундемей ойнайды ше опасный,mixed,
243534,все все жаптым аузымды ,mixed,
243550,Маган жок.Вот и все пхаххаах,mixed,
243553,Короче АРСЕН УЛКЕНМЕН ЖАЗСА ЭТО отырык,mixed,
243560,"**Живые игроки:**
1. [диль](tg://user?id=1626577475)
2. [aeaeaeae](tg://user?id=1088455169)
3. [арс](tg://user?id=930936280)
4. [Meow!](tg://user?id=5645011811)
5. [smile](tg://user?id=6367906911)
6. [ain't](tg://user?id=1186615860)
7. [arsen](tg://user?id=1035600134)
9. [Adiya](tg://user?id=1625856895)
11. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия - 3, Сержант

**Всего:** 9

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243567,"**Живые игроки:**
1. [диль](tg://user?id=1626577475)
2. [aeaeaeae](tg://user?id=1088455169)
3. [арс](tg://user?id=930936280)
4. [Meow!](tg://user?id=5645011811)
5. [smile](tg://user?id=6367906911)
6. [ain't](tg://user?id=1186615860)
7. [arsen](tg://user?id=1035600134)
8. ['FlawLezzly](tg://user?id=1416323800)
9. [Adiya](tg://user?id=1625856895)
10. [Sam](tg://user?id=1497390139)
11. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3, Любовница, Сержант

**Всего:** 11",mixed,
243570,"**Живые игроки:**
1. [диль](tg://user?id=1626577475)
2. [aeaeaeae](tg://user?id=1088455169)
3. [арс](tg://user?id=930936280)
4. [Meow!](tg://user?id=5645011811)
5. [smile](tg://user?id=6367906911)
6. [ain't](tg://user?id=1186615860)
7. [arsen](tg://user?id=1035600134)
8. ['FlawLezzly](tg://user?id=1416323800)
9. [Adiya](tg://user?id=1625856895)
10. [Sam](tg://user?id=1497390139)
11. [Suomen](tg://user?id=1203932905)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Сержант, Оборотень

**Всего:** 11",mixed,
243572,Айттымго 11-1 арасы бешеный актив болады,mixed,
243581,"Кто-то из жителей слышал, как [Adiya](tg://user?id=1625856895) кричал перед смертью:
__Омайгад ребята вы заколебали, ниш кокш сила__",mixed,
243586,"Кто-то из жителей слышал, как […](tg://user?id=5645011811) кричал перед смертью:
__Пипец,Суо,ты чо__",mixed,
243588,"Сегодня был жестоко убит **Камикадзе **[**…**](tg://user?id=5645011811)...
Говорят, у него в гостях был **Комиссар Каттани**


Сегодня был жестоко убит **Комиссар Каттани **[**Suomen**](tg://user?id=1203932905)...
Говорят, у него в гостях был **Камикадзе**",mixed,
243595,аеаеаеае я вас случайно не замисгендерил?,mixed,
243596,"**Результаты голосования:**
6   |  1 

[**aeaeaeae**](tg://user?id=1088455169) __линчевали на дневном собрании!__
Он был **Дон**..",mixed,
243597,да я не понял чеза аеаеаа,mixed,
243600,"**Живые игроки:**
1. [Sam](tg://user?id=1497390139)
2. [Adiya](tg://user?id=1625856895)
3. [диль](tg://user?id=1626577475)
4. [Suomen](tg://user?id=1203932905)
5. [arsen](tg://user?id=1035600134)
6. [smile](tg://user?id=6367906911)
7. [арс](tg://user?id=930936280)
8. ['FlawLezzly](tg://user?id=1416323800)
9. [RAM 17 GB](tg://user?id=948438236)
10. [Бека](tg://user?id=6550886827)
12. [aeaeaeae](tg://user?id=1088455169)
13. […](tg://user?id=5645011811)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3, Любовница, Сержант, Самоубийца

**Всего:** 12",mixed,
243604,Грустно демедің ба че мелочиться,mixed,
243608,Suomen хз почему но я каждый раз твой ник как cinnamon читаю,mixed,
243612,Арсен рам ушеумиз мафия болсак,mixed,
243619,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
4. [Secondik](tg://user?id=6276664232)
5. [арс](tg://user?id=930936280)
7. [Sam](tg://user?id=1497390139)
8. [Бека](tg://user?id=6550886827)
9. [smile](tg://user?id=6367906911)
10. [RAM 17 GB](tg://user?id=948438236)
11. [aeaeaeae](tg://user?id=1088455169)
12. [Aisanana](tg://user?id=1509946952)
13. […](tg://user?id=5645011811)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Мафия - 3, Сержант, Самоубийца, Оборотень

**Всего:** 10",mixed,
